DATE,TIME,実績(万kW)
2020/4/2,14:00,3235
2020/4/2,15:00,3190
2020/4/2,16:00,3242
2020/4/2,17:00,3335
2020/4/2,18:00,3580
2020/4/2,19:00,3553
2020/4/2,20:00,3456
2020/4/2,21:00,3341
2020/4/2,22:00,3193
2020/4/2,23:00,2997
2020/4/3,0:00,2749
2020/4/3,1:00,2630
2020/4/3,2:00,2616
2020/4/3,3:00,2632
2020/4/3,4:00,2675
2020/4/3,5:00,2796
2020/4/3,6:00,2936
2020/4/3,7:00,3034
2020/4/3,8:00,3271
2020/4/3,9:00,3406
2020/4/3,10:00,3409
2020/4/3,11:00,3398
2020/4/3,12:00,3256
2020/4/3,13:00,3308
2020/4/3,14:00,3249
2020/4/3,15:00,3208
2020/4/3,16:00,3223
2020/4/3,17:00,3262
2020/4/3,18:00,3424
2020/4/3,19:00,3360
2020/4/3,20:00,3238
2020/4/3,21:00,3124
2020/4/3,22:00,2994
2020/4/3,23:00,2819
2020/4/4,0:00,2596
2020/4/4,1:00,2480
2020/4/4,2:00,2476
2020/4/4,3:00,2478
2020/4/4,4:00,2463
2020/4/4,5:00,2458
2020/4/4,6:00,2452
2020/4/4,7:00,2508
2020/4/4,8:00,2645
2020/4/4,9:00,2714
2020/4/4,10:00,2742
2020/4/4,11:00,2755
2020/4/4,12:00,2706
2020/4/4,13:00,2682
2020/4/4,14:00,2611
2020/4/4,15:00,2585
2020/4/4,16:00,2628
2020/4/4,17:00,2743
2020/4/4,18:00,2974
2020/4/4,19:00,2955
2020/4/4,20:00,2881
2020/4/4,21:00,2766
2020/4/4,22:00,2631
2020/4/4,23:00,2514
2020/4/5,0:00,2344
2020/4/5,1:00,2258
2020/4/5,2:00,2258
2020/4/5,3:00,2269
2020/4/5,4:00,2284
2020/4/5,5:00,2269
2020/4/5,6:00,2262
2020/4/5,7:00,2386
2020/4/5,8:00,2570
2020/4/5,9:00,2679
2020/4/5,10:00,2713
2020/4/5,11:00,2754
2020/4/5,12:00,2797
2020/4/5,13:00,2789
2020/4/5,14:00,2746
2020/4/5,15:00,2732
2020/4/5,16:00,2778
2020/4/5,17:00,2992
2020/4/5,18:00,3286
2020/4/5,19:00,3294
2020/4/5,20:00,3217
2020/4/5,21:00,3090
2020/4/5,22:00,2902
2020/4/5,23:00,2721
2020/4/6,0:00,2514
2020/4/6,1:00,2419
2020/4/6,2:00,2414
2020/4/6,3:00,2434
2020/4/6,4:00,2482
2020/4/6,5:00,2616
2020/4/6,6:00,2803
2020/4/6,7:00,2946
2020/4/6,8:00,3206
2020/4/6,9:00,3371
2020/4/6,10:00,3389
2020/4/6,11:00,3391
2020/4/6,12:00,3231
2020/4/6,13:00,3264
2020/4/6,14:00,3190
2020/4/6,15:00,3143
2020/4/6,16:00,3192
2020/4/6,17:00,3263
2020/4/6,18:00,3434
2020/4/6,19:00,3381
2020/4/6,20:00,3266
2020/4/6,21:00,3184
2020/4/6,22:00,3037
2020/4/6,23:00,2848
2020/4/7,0:00,2631
2020/4/7,1:00,2529
2020/4/7,2:00,2518
2020/4/7,3:00,2538
2020/4/7,4:00,2582
2020/4/7,5:00,2684
2020/4/7,6:00,2837
2020/4/7,7:00,2985
2020/4/7,8:00,3299
2020/4/7,9:00,3409
2020/4/7,10:00,3430
2020/4/7,11:00,3377
2020/4/7,12:00,3257
2020/4/7,13:00,3354
2020/4/7,14:00,3286
2020/4/7,15:00,3158
2020/4/7,16:00,3175
2020/4/7,17:00,3240
2020/4/7,18:00,3442
2020/4/7,19:00,3391
2020/4/7,20:00,3280
2020/4/7,21:00,3157
2020/4/7,22:00,3000
2020/4/7,23:00,2821
2020/4/8,0:00,2612
2020/4/8,1:00,2499
2020/4/8,2:00,2493
2020/4/8,3:00,2520
2020/4/8,4:00,2562
2020/4/8,5:00,2631
2020/4/8,6:00,2761
2020/4/8,7:00,2881
2020/4/8,8:00,3124
2020/4/8,9:00,3274
2020/4/8,10:00,3266
2020/4/8,11:00,3260
2020/4/8,12:00,3106
2020/4/8,13:00,3150
2020/4/8,14:00,3127
2020/4/8,15:00,3084
2020/4/8,16:00,3091
2020/4/8,17:00,3099
2020/4/8,18:00,3244
2020/4/8,19:00,3184
2020/4/8,20:00,3078
2020/4/8,21:00,2972
2020/4/8,22:00,2842
2020/4/8,23:00,2695
2020/4/9,0:00,2501
2020/4/9,1:00,2422
2020/4/9,2:00,2422
2020/4/9,3:00,2437
2020/4/9,4:00,2456
2020/4/9,5:00,2506
2020/4/9,6:00,2598
2020/4/9,7:00,2735
2020/4/9,8:00,2986
2020/4/9,9:00,3133
2020/4/9,10:00,3160
2020/4/9,11:00,3200
2020/4/9,12:00,3075
2020/4/9,13:00,3147
2020/4/9,14:00,3163
2020/4/9,15:00,3129
2020/4/9,16:00,3183
2020/4/9,17:00,3241
2020/4/9,18:00,3348
2020/4/9,19:00,3272
2020/4/9,20:00,3164
2020/4/9,21:00,3050
2020/4/9,22:00,2918
2020/4/9,23:00,2749
2020/4/10,0:00,2554
2020/4/10,1:00,2461
2020/4/10,2:00,2452
2020/4/10,3:00,2484
2020/4/10,4:00,2524
2020/4/10,5:00,2609
2020/4/10,6:00,2733
2020/4/10,7:00,2892
2020/4/10,8:00,3121
2020/4/10,9:00,3266
2020/4/10,10:00,3326
2020/4/10,11:00,3316
2020/4/10,12:00,3164
2020/4/10,13:00,3183
2020/4/10,14:00,3106
2020/4/10,15:00,3070
2020/4/10,16:00,3121
2020/4/10,17:00,3198
2020/4/10,18:00,3401
2020/4/10,19:00,3371
2020/4/10,20:00,3268
2020/4/10,21:00,3151
2020/4/10,22:00,3012
2020/4/10,23:00,2851
2020/4/11,0:00,2644
2020/4/11,1:00,2536
2020/4/11,2:00,2518
2020/4/11,3:00,2518
2020/4/11,4:00,2528
2020/4/11,5:00,2533
2020/4/11,6:00,2516
2020/4/11,7:00,2543
2020/4/11,8:00,2671
2020/4/11,9:00,2783
2020/4/11,10:00,2796
2020/4/11,11:00,2791
2020/4/11,12:00,2742
2020/4/11,13:00,2685
2020/4/11,14:00,2628
2020/4/11,15:00,2615
2020/4/11,16:00,2679
2020/4/11,17:00,2875
2020/4/11,18:00,3127
2020/4/11,19:00,3102
2020/4/11,20:00,3011
2020/4/11,21:00,2892
2020/4/11,22:00,2737
2020/4/11,23:00,2596
2020/4/12,0:00,2429
2020/4/12,1:00,2339
2020/4/12,2:00,2332
2020/4/12,3:00,2344
2020/4/12,4:00,2357
2020/4/12,5:00,2364
2020/4/12,6:00,2412
2020/4/12,7:00,2548
2020/4/12,8:00,2678
2020/4/12,9:00,2749
2020/4/12,10:00,2771
2020/4/12,11:00,2745
2020/4/12,12:00,2711
2020/4/12,13:00,2695
2020/4/12,14:00,2667
2020/4/12,15:00,2668
2020/4/12,16:00,2736
2020/4/12,17:00,2984
2020/4/12,18:00,3175
2020/4/12,19:00,3123
2020/4/12,20:00,3038
2020/4/12,21:00,2904
2020/4/12,22:00,2739
2020/4/12,23:00,2580
2020/4/13,0:00,2401
2020/4/13,1:00,2323
2020/4/13,2:00,2338
2020/4/13,3:00,2363
2020/4/13,4:00,2414
2020/4/13,5:00,2537
2020/4/13,6:00,2817
2020/4/13,7:00,3171
2020/4/13,8:00,3643
2020/4/13,9:00,3930
2020/4/13,10:00,4002
2020/4/13,11:00,4055
2020/4/13,12:00,3962
2020/4/13,13:00,4026
2020/4/13,14:00,3982
2020/4/13,15:00,3937
2020/4/13,16:00,3983
2020/4/13,17:00,3992
2020/4/13,18:00,3982
2020/4/13,19:00,3832
2020/4/13,20:00,3663
2020/4/13,21:00,3508
2020/4/13,22:00,3287
2020/4/13,23:00,3058
2020/4/14,0:00,2789
2020/4/14,1:00,2645
2020/4/14,2:00,2608
2020/4/14,3:00,2612
2020/4/14,4:00,2647
2020/4/14,5:00,2730
2020/4/14,6:00,2877
2020/4/14,7:00,3002
2020/4/14,8:00,3283
2020/4/14,9:00,3468
2020/4/14,10:00,3478
2020/4/14,11:00,3482
2020/4/14,12:00,3323
2020/4/14,13:00,3306
2020/4/14,14:00,3210
2020/4/14,15:00,3144
2020/4/14,16:00,3183
2020/4/14,17:00,3252
2020/4/14,18:00,3461
2020/4/14,19:00,3439
2020/4/14,20:00,3337
2020/4/14,21:00,3223
2020/4/14,22:00,3066
2020/4/14,23:00,2884
2020/4/15,0:00,2664
2020/4/15,1:00,2562
2020/4/15,2:00,2559
2020/4/15,3:00,2580
2020/4/15,4:00,2624
2020/4/15,5:00,2686
2020/4/15,6:00,2801
2020/4/15,7:00,2926
2020/4/15,8:00,3172
2020/4/15,9:00,3287
2020/4/15,10:00,3259
2020/4/15,11:00,3233
2020/4/15,12:00,3104
2020/4/15,13:00,3161
2020/4/15,14:00,3099
2020/4/15,15:00,3039
2020/4/15,16:00,3030
2020/4/15,17:00,3057
2020/4/15,18:00,3236
2020/4/15,19:00,3173
2020/4/15,20:00,3060
2020/4/15,21:00,2955
2020/4/15,22:00,2815
2020/4/15,23:00,2663
2020/4/16,0:00,2480
2020/4/16,1:00,2389
2020/4/16,2:00,2386
2020/4/16,3:00,2409
2020/4/16,4:00,2448
2020/4/16,5:00,2486
2020/4/16,6:00,2591
2020/4/16,7:00,2781
2020/4/16,8:00,3100
2020/4/16,9:00,3277
2020/4/16,10:00,3286
2020/4/16,11:00,3274
2020/4/16,12:00,3139
2020/4/16,13:00,3195
2020/4/16,14:00,3185
2020/4/16,15:00,3188
2020/4/16,16:00,3258
2020/4/16,17:00,3339
2020/4/16,18:00,3451
2020/4/16,19:00,3356
2020/4/16,20:00,3222
2020/4/16,21:00,3090
2020/4/16,22:00,2926
2020/4/16,23:00,2755
2020/4/17,0:00,2565
2020/4/17,1:00,2465
2020/4/17,2:00,2452
2020/4/17,3:00,2469
2020/4/17,4:00,2496
2020/4/17,5:00,2572
2020/4/17,6:00,2734
2020/4/17,7:00,2957
2020/4/17,8:00,3200
2020/4/17,9:00,3340
2020/4/17,10:00,3346
2020/4/17,11:00,3294
2020/4/17,12:00,3152
2020/4/17,13:00,3183
2020/4/17,14:00,3115
2020/4/17,15:00,3080
2020/4/17,16:00,3126
2020/4/17,17:00,3185
2020/4/17,18:00,3298
2020/4/17,19:00,3203
2020/4/17,20:00,3073
2020/4/17,21:00,2944
2020/4/17,22:00,2817
2020/4/17,23:00,2667
2020/4/18,0:00,2488
2020/4/18,1:00,2392
2020/4/18,2:00,2383
2020/4/18,3:00,2397
2020/4/18,4:00,2394
2020/4/18,5:00,2394
2020/4/18,6:00,2454
2020/4/18,7:00,2640
2020/4/18,8:00,2906
2020/4/18,9:00,3091
2020/4/18,10:00,3174
2020/4/18,11:00,3228
2020/4/18,12:00,3215
2020/4/18,13:00,3163
2020/4/18,14:00,3050
2020/4/18,15:00,2936
2020/4/18,16:00,2802
2020/4/18,17:00,2881
2020/4/18,18:00,3072
2020/4/18,19:00,3065
2020/4/18,20:00,2964
2020/4/18,21:00,2834
2020/4/18,22:00,2689
2020/4/18,23:00,2562
2020/4/19,0:00,2388
2020/4/19,1:00,2295
2020/4/19,2:00,2299
2020/4/19,3:00,2314
2020/4/19,4:00,2311
2020/4/19,5:00,2276
2020/4/19,6:00,2218
2020/4/19,7:00,2207
2020/4/19,8:00,2312
2020/4/19,9:00,2414
2020/4/19,10:00,2485
2020/4/19,11:00,2510
2020/4/19,12:00,2484
2020/4/19,13:00,2406
2020/4/19,14:00,2316
2020/4/19,15:00,2310
2020/4/19,16:00,2405
2020/4/19,17:00,2592
2020/4/19,18:00,2835
2020/4/19,19:00,2845
2020/4/19,20:00,2777
2020/4/19,21:00,2678
2020/4/19,22:00,2540
2020/4/19,23:00,2414
2020/4/20,0:00,2272
2020/4/20,1:00,2203
2020/4/20,2:00,2215
2020/4/20,3:00,2245
2020/4/20,4:00,2283
2020/4/20,5:00,2382
2020/4/20,6:00,2621
2020/4/20,7:00,2961
2020/4/20,8:00,3417
2020/4/20,9:00,3617
2020/4/20,10:00,3650
2020/4/20,11:00,3667
2020/4/20,12:00,3524
2020/4/20,13:00,3601
2020/4/20,14:00,3572
2020/4/20,15:00,3547
2020/4/20,16:00,3562
2020/4/20,17:00,3527
2020/4/20,18:00,3543
2020/4/20,19:00,3409
2020/4/20,20:00,3243
2020/4/20,21:00,3085
2020/4/20,22:00,2915
2020/4/20,23:00,2725
2020/4/21,0:00,2520
2020/4/21,1:00,2411
2020/4/21,2:00,2399
2020/4/21,3:00,2421
2020/4/21,4:00,2446
2020/4/21,5:00,2477
2020/4/21,6:00,2579
2020/4/21,7:00,2806
2020/4/21,8:00,3055
2020/4/21,9:00,3186
2020/4/21,10:00,3222
2020/4/21,11:00,3192
2020/4/21,12:00,3109
2020/4/21,13:00,3186
2020/4/21,14:00,3035
2020/4/21,15:00,2946
2020/4/21,16:00,2961
2020/4/21,17:00,3008
2020/4/21,18:00,3148
2020/4/21,19:00,3086
2020/4/21,20:00,2953
2020/4/21,21:00,2842
2020/4/21,22:00,2719
2020/4/21,23:00,2577
2020/4/22,0:00,2398
2020/4/22,1:00,2311
2020/4/22,2:00,2305
2020/4/22,3:00,2326
2020/4/22,4:00,2359
2020/4/22,5:00,2388
2020/4/22,6:00,2493
2020/4/22,7:00,2698
2020/4/22,8:00,2952
2020/4/22,9:00,3030
2020/4/22,10:00,3054
2020/4/22,11:00,3175
2020/4/22,12:00,3028
2020/4/22,13:00,3090
2020/4/22,14:00,3096
2020/4/22,15:00,3114
2020/4/22,16:00,3128
2020/4/22,17:00,3188
2020/4/22,18:00,3271
2020/4/22,19:00,3186
2020/4/22,20:00,3060
2020/4/22,21:00,2937
2020/4/22,22:00,2806
2020/4/22,23:00,2652
2020/4/23,0:00,2464
2020/4/23,1:00,2383
2020/4/23,2:00,2384
2020/4/23,3:00,2413
2020/4/23,4:00,2448
2020/4/23,5:00,2482
2020/4/23,6:00,2565
2020/4/23,7:00,2665
2020/4/23,8:00,2907
2020/4/23,9:00,3091
2020/4/23,10:00,3122
2020/4/23,11:00,3157
2020/4/23,12:00,3056
2020/4/23,13:00,3078
2020/4/23,14:00,3047
2020/4/23,15:00,3024
2020/4/23,16:00,3042
2020/4/23,17:00,3070
2020/4/23,18:00,3209
2020/4/23,19:00,3177
2020/4/23,20:00,3051
2020/4/23,21:00,2937
2020/4/23,22:00,2810
2020/4/23,23:00,2654
2020/4/24,0:00,2469
2020/4/24,1:00,2383
2020/4/24,2:00,2390
2020/4/24,3:00,2416
2020/4/24,4:00,2458
2020/4/24,5:00,2485
2020/4/24,6:00,2577
2020/4/24,7:00,2719
2020/4/24,8:00,2977
2020/4/24,9:00,3120
2020/4/24,10:00,3147
2020/4/24,11:00,3146
2020/4/24,12:00,3026
2020/4/24,13:00,3063
2020/4/24,14:00,3048
2020/4/24,15:00,2995
2020/4/24,16:00,3021
2020/4/24,17:00,3076
2020/4/24,18:00,3183
2020/4/24,19:00,3141
2020/4/24,20:00,3034
2020/4/24,21:00,2929
2020/4/24,22:00,2818
2020/4/24,23:00,2679
2020/4/25,0:00,2498
2020/4/25,1:00,2411
2020/4/25,2:00,2407
2020/4/25,3:00,2421
2020/4/25,4:00,2429
2020/4/25,5:00,2391
2020/4/25,6:00,2370
2020/4/25,7:00,2395
2020/4/25,8:00,2521
2020/4/25,9:00,2629
2020/4/25,10:00,2658
2020/4/25,11:00,2670
2020/4/25,12:00,2621
2020/4/25,13:00,2563
2020/4/25,14:00,2488
2020/4/25,15:00,2452
2020/4/25,16:00,2508
2020/4/25,17:00,2649
2020/4/25,18:00,2876
2020/4/25,19:00,2904
2020/4/25,20:00,2814
2020/4/25,21:00,2689
2020/4/25,22:00,2567
2020/4/25,23:00,2439
2020/4/26,0:00,2285
2020/4/26,1:00,2204
2020/4/26,2:00,2205
2020/4/26,3:00,2227
2020/4/26,4:00,2238
2020/4/26,5:00,2174
2020/4/26,6:00,2119
2020/4/26,7:00,2126
2020/4/26,8:00,2247
2020/4/26,9:00,2347
2020/4/26,10:00,2412
2020/4/26,11:00,2435
2020/4/26,12:00,2435
2020/4/26,13:00,2377
2020/4/26,14:00,2341
2020/4/26,15:00,2332
2020/4/26,16:00,2358
2020/4/26,17:00,2513
2020/4/26,18:00,2731
2020/4/26,19:00,2720
2020/4/26,20:00,2625
2020/4/26,21:00,2522
2020/4/26,22:00,2396
2020/4/26,23:00,2291
2020/4/27,0:00,2153
2020/4/27,1:00,2093
2020/4/27,2:00,2116
2020/4/27,3:00,2159
2020/4/27,4:00,2187
2020/4/27,5:00,2204
2020/4/27,6:00,2331
2020/4/27,7:00,2526
2020/4/27,8:00,2843
2020/4/27,9:00,3051
2020/4/27,10:00,3039
2020/4/27,11:00,3045
2020/4/27,12:00,2997
2020/4/27,13:00,3096
2020/4/27,14:00,3081
2020/4/27,15:00,3119
2020/4/27,16:00,3170
2020/4/27,17:00,3188
2020/4/27,18:00,3231
2020/4/27,19:00,3116
2020/4/27,20:00,2964
2020/4/27,21:00,2844
2020/4/27,22:00,2701
2020/4/27,23:00,2558
2020/4/28,0:00,2383
2020/4/28,1:00,2295
2020/4/28,2:00,2301
2020/4/28,3:00,2324
2020/4/28,4:00,2348
2020/4/28,5:00,2352
2020/4/28,6:00,2434
2020/4/28,7:00,2632
2020/4/28,8:00,2913
2020/4/28,9:00,3029
2020/4/28,10:00,3056
2020/4/28,11:00,3065
2020/4/28,12:00,2960
2020/4/28,13:00,3019
2020/4/28,14:00,2990
2020/4/28,15:00,2938
2020/4/28,16:00,2922
2020/4/28,17:00,2924
2020/4/28,18:00,3046
2020/4/28,19:00,2988
2020/4/28,20:00,2870
2020/4/28,21:00,2769
2020/4/28,22:00,2652
2020/4/28,23:00,2524
2020/4/29,0:00,2363
2020/4/29,1:00,2262
2020/4/29,2:00,2262
2020/4/29,3:00,2298
2020/4/29,4:00,2308
2020/4/29,5:00,2263
2020/4/29,6:00,2239
2020/4/29,7:00,2311
2020/4/29,8:00,2469
2020/4/29,9:00,2571
2020/4/29,10:00,2608
2020/4/29,11:00,2628
2020/4/29,12:00,2604
2020/4/29,13:00,2579
2020/4/29,14:00,2517
2020/4/29,15:00,2498
2020/4/29,16:00,2539
2020/4/29,17:00,2613
2020/4/29,18:00,2806
2020/4/29,19:00,2813
2020/4/29,20:00,2711
2020/4/29,21:00,2591
2020/4/29,22:00,2465
2020/4/29,23:00,2355
2020/4/30,0:00,2204
2020/4/30,1:00,2138
2020/4/30,2:00,2152
2020/4/30,3:00,2180
2020/4/30,4:00,2199
2020/4/30,5:00,2184
2020/4/30,6:00,2237
2020/4/30,7:00,2384
2020/4/30,8:00,2635
2020/4/30,9:00,2785
2020/4/30,10:00,2831
2020/4/30,11:00,2846
2020/4/30,12:00,2769
2020/4/30,13:00,2803
2020/4/30,14:00,2751
2020/4/30,15:00,2720
2020/4/30,16:00,2721
2020/4/30,17:00,2731
2020/4/30,18:00,2841
2020/4/30,19:00,2807
2020/4/30,20:00,2689
2020/4/30,21:00,2558
2020/4/30,22:00,2437
2020/4/30,23:00,2332
2020/5/1,0:00,2185
2020/5/1,1:00,2105
2020/5/1,2:00,2108
2020/5/1,3:00,2127
2020/5/1,4:00,2139
2020/5/1,5:00,2079
2020/5/1,6:00,2117
2020/5/1,7:00,2288
2020/5/1,8:00,2564
2020/5/1,9:00,2707
2020/5/1,10:00,2741
2020/5/1,11:00,2767
2020/5/1,12:00,2721
2020/5/1,13:00,2749
2020/5/1,14:00,2697
2020/5/1,15:00,2669
2020/5/1,16:00,2682
2020/5/1,17:00,2680
2020/5/1,18:00,2790
2020/5/1,19:00,2757
2020/5/1,20:00,2628
2020/5/1,21:00,2491
2020/5/1,22:00,2377
2020/5/1,23:00,2271
2020/5/2,0:00,2135
2020/5/2,1:00,2044
2020/5/2,2:00,2052
2020/5/2,3:00,2082
2020/5/2,4:00,2066
2020/5/2,5:00,1990
2020/5/2,6:00,1967
2020/5/2,7:00,2055
2020/5/2,8:00,2217
2020/5/2,9:00,2351
2020/5/2,10:00,2421
2020/5/2,11:00,2480
2020/5/2,12:00,2500
2020/5/2,13:00,2482
2020/5/2,14:00,2445
2020/5/2,15:00,2431
2020/5/2,16:00,2463
2020/5/2,17:00,2528
2020/5/2,18:00,2655
2020/5/2,19:00,2643
2020/5/2,20:00,2516
2020/5/2,21:00,2387
2020/5/2,22:00,2265
2020/5/2,23:00,2187
2020/5/3,0:00,2051
2020/5/3,1:00,1979
2020/5/3,2:00,1973
2020/5/3,3:00,1998
2020/5/3,4:00,1992
2020/5/3,5:00,1895
2020/5/3,6:00,1877
2020/5/3,7:00,1964
2020/5/3,8:00,2106
2020/5/3,9:00,2247
2020/5/3,10:00,2329
2020/5/3,11:00,2371
2020/5/3,12:00,2401
2020/5/3,13:00,2364
2020/5/3,14:00,2284
2020/5/3,15:00,2219
2020/5/3,16:00,2207
2020/5/3,17:00,2361
2020/5/3,18:00,2570
2020/5/3,19:00,2541
2020/5/3,20:00,2430
2020/5/3,21:00,2328
2020/5/3,22:00,2220
2020/5/3,23:00,2136
2020/5/4,0:00,2027
2020/5/4,1:00,1950
2020/5/4,2:00,1960
2020/5/4,3:00,1990
2020/5/4,4:00,1993
2020/5/4,5:00,1969
2020/5/4,6:00,1970
2020/5/4,7:00,2059
2020/5/4,8:00,2216
2020/5/4,9:00,2312
2020/5/4,10:00,2327
2020/5/4,11:00,2331
2020/5/4,12:00,2371
2020/5/4,13:00,2320
2020/5/4,14:00,2278
2020/5/4,15:00,2235
2020/5/4,16:00,2247
2020/5/4,17:00,2373
2020/5/4,18:00,2579
2020/5/4,19:00,2582
2020/5/4,20:00,2479
2020/5/4,21:00,2360
2020/5/4,22:00,2248
2020/5/4,23:00,2160
2020/5/5,0:00,2026
2020/5/5,1:00,1945
2020/5/5,2:00,1954
2020/5/5,3:00,1989
2020/5/5,4:00,1992
2020/5/5,5:00,1901
2020/5/5,6:00,1887
2020/5/5,7:00,1978
2020/5/5,8:00,2124
2020/5/5,9:00,2277
2020/5/5,10:00,2385
2020/5/5,11:00,2460
2020/5/5,12:00,2509
2020/5/5,13:00,2502
2020/5/5,14:00,2464
2020/5/5,15:00,2432
2020/5/5,16:00,2441
2020/5/5,17:00,2548
2020/5/5,18:00,2655
2020/5/5,19:00,2588
2020/5/5,20:00,2469
2020/5/5,21:00,2349
2020/5/5,22:00,2229
2020/5/5,23:00,2146
2020/5/6,0:00,2019
2020/5/6,1:00,1930
2020/5/6,2:00,1953
2020/5/6,3:00,1977
2020/5/6,4:00,1986
2020/5/6,5:00,1956
2020/5/6,6:00,1976
2020/5/6,7:00,2117
2020/5/6,8:00,2287
2020/5/6,9:00,2357
2020/5/6,10:00,2391
2020/5/6,11:00,2469
2020/5/6,12:00,2507
2020/5/6,13:00,2514
2020/5/6,14:00,2493
2020/5/6,15:00,2515
2020/5/6,16:00,2577
2020/5/6,17:00,2662
2020/5/6,18:00,2710
2020/5/6,19:00,2640
2020/5/6,20:00,2523
2020/5/6,21:00,2409
2020/5/6,22:00,2273
2020/5/6,23:00,2172
2020/5/7,0:00,2037
2020/5/7,1:00,1954
2020/5/7,2:00,1964
2020/5/7,3:00,2007
2020/5/7,4:00,2024
2020/5/7,5:00,2016
2020/5/7,6:00,2068
2020/5/7,7:00,2207
2020/5/7,8:00,2450
2020/5/7,9:00,2648
2020/5/7,10:00,2740
2020/5/7,11:00,2799
2020/5/7,12:00,2732
2020/5/7,13:00,2733
2020/5/7,14:00,2661
2020/5/7,15:00,2626
2020/5/7,16:00,2650
2020/5/7,17:00,2656
2020/5/7,18:00,2775
2020/5/7,19:00,2759
2020/5/7,20:00,2640
2020/5/7,21:00,2528
2020/5/7,22:00,2438
2020/5/7,23:00,2342
2020/5/8,0:00,2183
2020/5/8,1:00,2091
2020/5/8,2:00,2100
2020/5/8,3:00,2142
2020/5/8,4:00,2170
2020/5/8,5:00,2144
2020/5/8,6:00,2213
2020/5/8,7:00,2320
2020/5/8,8:00,2514
2020/5/8,9:00,2699
2020/5/8,10:00,2760
2020/5/8,11:00,2799
2020/5/8,12:00,2723
2020/5/8,13:00,2735
2020/5/8,14:00,2687
2020/5/8,15:00,2662
2020/5/8,16:00,2699
2020/5/8,17:00,2691
2020/5/8,18:00,2787
2020/5/8,19:00,2780
2020/5/8,20:00,2655
2020/5/8,21:00,2544
2020/5/8,22:00,2458
2020/5/8,23:00,2351
2020/5/9,0:00,2204
2020/5/9,1:00,2110
2020/5/9,2:00,2106
2020/5/9,3:00,2134
2020/5/9,4:00,2132
2020/5/9,5:00,2061
2020/5/9,6:00,2045
2020/5/9,7:00,2193
2020/5/9,8:00,2342
2020/5/9,9:00,2466
2020/5/9,10:00,2509
2020/5/9,11:00,2513
2020/5/9,12:00,2492
2020/5/9,13:00,2524
2020/5/9,14:00,2483
2020/5/9,15:00,2450
2020/5/9,16:00,2466
2020/5/9,17:00,2609
2020/5/9,18:00,2738
2020/5/9,19:00,2689
2020/5/9,20:00,2582
2020/5/9,21:00,2467
2020/5/9,22:00,2367
2020/5/9,23:00,2275
2020/5/10,0:00,2133
2020/5/10,1:00,2042
2020/5/10,2:00,2041
2020/5/10,3:00,2070
2020/5/10,4:00,2071
2020/5/10,5:00,2014
2020/5/10,6:00,2008
2020/5/10,7:00,2142
2020/5/10,8:00,2268
2020/5/10,9:00,2342
2020/5/10,10:00,2360
2020/5/10,11:00,2437
2020/5/10,12:00,2492
2020/5/10,13:00,2400
2020/5/10,14:00,2359
2020/5/10,15:00,2389
2020/5/10,16:00,2401
2020/5/10,17:00,2538
2020/5/10,18:00,2725
2020/5/10,19:00,2723
2020/5/10,20:00,2629
2020/5/10,21:00,2505
2020/5/10,22:00,2391
2020/5/10,23:00,2293
2020/5/11,0:00,2158
2020/5/11,1:00,2071
2020/5/11,2:00,2073
2020/5/11,3:00,2111
2020/5/11,4:00,2125
2020/5/11,5:00,2108
2020/5/11,6:00,2200
2020/5/11,7:00,2411
2020/5/11,8:00,2766
2020/5/11,9:00,3056
2020/5/11,10:00,3162
2020/5/11,11:00,3260
2020/5/11,12:00,3200
2020/5/11,13:00,3309
2020/5/11,14:00,3308
2020/5/11,15:00,3258
2020/5/11,16:00,3241
2020/5/11,17:00,3142
2020/5/11,18:00,3117
2020/5/11,19:00,3049
2020/5/11,20:00,2873
2020/5/11,21:00,2733
2020/5/11,22:00,2632
2020/5/11,23:00,2505
2020/5/12,0:00,2336
2020/5/12,1:00,2227
2020/5/12,2:00,2213
2020/5/12,3:00,2244
2020/5/12,4:00,2253
2020/5/12,5:00,2223
2020/5/12,6:00,2320
2020/5/12,7:00,2555
2020/5/12,8:00,2875
2020/5/12,9:00,3046
2020/5/12,10:00,3136
2020/5/12,11:00,3224
2020/5/12,12:00,3129
2020/5/12,13:00,3195
2020/5/12,14:00,3168
2020/5/12,15:00,3143
2020/5/12,16:00,3111
2020/5/12,17:00,3026
2020/5/12,18:00,3074
2020/5/12,19:00,3006
2020/5/12,20:00,2850
2020/5/12,21:00,2716
2020/5/12,22:00,2621
2020/5/12,23:00,2499
2020/5/13,0:00,2330
2020/5/13,1:00,2222
2020/5/13,2:00,2211
2020/5/13,3:00,2244
2020/5/13,4:00,2249
2020/5/13,5:00,2206
2020/5/13,6:00,2287
2020/5/13,7:00,2498
2020/5/13,8:00,2862
2020/5/13,9:00,3133
2020/5/13,10:00,3237
2020/5/13,11:00,3321
2020/5/13,12:00,3239
2020/5/13,13:00,3335
2020/5/13,14:00,3286
2020/5/13,15:00,3193
2020/5/13,16:00,3153
2020/5/13,17:00,3059
2020/5/13,18:00,3057
2020/5/13,19:00,2993
2020/5/13,20:00,2819
2020/5/13,21:00,2679
2020/5/13,22:00,2579
2020/5/13,23:00,2460
2020/5/14,0:00,2301
2020/5/14,1:00,2202
2020/5/14,2:00,2196
2020/5/14,3:00,2228
